id_maison,nb_chambre,nb_wc,surface,date_creation,type,équipement,price
950,3,3,2958.0,6/1/2005,detached house,Internet,"€1968,53"
951,4,2,2585.0,9/26/2017,apartment,climatisation,"€1247,56"
952,2,3,5000.0,6/3/2017,villa,balcon,"€1696,78"
953,2,2,823.0,2/9/2016,detached house,,"€1259,56"
954,4,2,,6/16/2018,detached house,,"€1011,71"
955,2,3,3353.0,3/6/2020,villa,,"€501,31"
956,1,3,1035.0,2/14/2017,studio,,"€1088,74"
957,3,1,2056.0,1/28/2016,apartment,,"€1439,71"
958,1,1,1092.0,6/27/2005,apartment,,"€1119,71"
959,1,1,2928.0,4/22/2011,studio,climatisation,"€1578,95"
960,2,3,2940.0,5/22/2018,studio,,"€1343,31"
961,4,1,1241.0,6/20/2016,apartment,,"€904,16"
962,4,1,1166.0,5/26/2004,duplex,climatisation,"€1426,46"
963,4,3,1405.0,5/17/2003,studio,,"€644,14"
964,4,3,1706.0,8/6/2008,studio,climatisation,"€967,23"
965,4,3,4775.0,2/12/2006,villa,,"€858,81"
966,1,1,3442.0,3/28/2006,villa,,"€1896,94"
967,4,3,2122.0,11/6/2012,apartment,climatisation,"€746,98"
968,1,3,2364.0,2/13/2006,studio,,"€1907,77"
969,1,2,4750.0,3/1/2008,villa,,"€1638,14"
970,4,2,4841.0,2/25/2008,villa,,"€952,73"
971,4,2,4991.0,12/5/2018,apartment,,"€911,49"
972,2,3,734.0,4/2/2005,detached house,,"€1273,88"
973,1,3,4724.0,12/23/2019,duplex,climatisation,"€473,83"
974,1,2,1639.0,6/3/2016,studio,,"€1450,40"
975,2,1,4425.0,7/6/2016,detached house,,"€1704,86"
976,4,1,4444.0,9/12/2012,studio,,"€1022,95"
977,3,3,2683.0,4/3/2008,villa,,"€1500,71"
978,4,3,2735.0,12/28/2004,villa,,"€1972,88"
979,2,2,3636.0,7/2/2008,studio,,"€524,32"
980,3,1,2722.0,10/18/2010,apartment,balcon,"€1588,57"
981,4,3,4863.0,2/28/2010,detached house,,"€1986,37"
982,4,3,2320.0,5/8/2019,apartment,balcon,"€1403,23"
983,2,3,800.0,6/22/2006,studio,,"€1654,73"
984,3,3,1206.0,12/8/2010,apartment,,"€1149,18"
985,2,3,2587.0,2/13/2004,duplex,,"€1436,23"
986,2,2,2351.0,5/13/2019,apartment,,"€814,64"
987,3,1,4737.0,6/10/2012,duplex,,"€1859,72"
988,3,1,1629.0,12/5/2013,duplex,Internet,"€1604,35"
989,1,3,4628.0,6/24/2003,duplex,Internet,"€1276,79"
990,3,3,1733.0,10/12/2019,,,"€1532,35"
991,4,1,4231.0,7/23/2016,apartment,,"€550,09"
992,4,3,2515.0,5/8/2013,duplex,,"€1101,69"
993,4,1,4214.0,8/12/2015,apartment,,"€1973,45"
994,4,2,1192.0,12/8/2017,villa,climatisation,"€1220,15"
995,3,1,4224.0,10/13/2003,apartment,,"€717,87"
996,4,1,1998.0,4/14/2015,apartment,,"€1497,18"
997,2,1,589.0,12/17/2019,apartment,,"€1307,42"
998,1,3,3239.0,12/7/2003,studio,,"€1077,06"
999,1,2,3821.0,9/30/2005,studio,,"€1978,59"
1000,2,3,1509.0,12/21/2008,studio,,"€1941,48"
